Date,Description,Amount,Type,Category
2024-09-01,Rapido,-311.67,Debit,Travel
2024-09-01,Spotify,-305.44,Debit,Entertainment
2024-09-01,Salary Credit,27232.54,Credit,Income
2024-09-01,Broadband Bill,-532.69,Debit,Bills
2024-09-02,Uber,-837.0,Debit,Travel
2024-09-02,Freelance Payment,24973.24,Credit,Income
2024-09-02,Freelance Payment,23616.75,Credit,Income
2024-09-02,Salary Credit,40507.39,Credit,Income
2024-09-02,Ola,-1013.06,Debit,Travel
2024-09-02,Swiggy,-668.3,Debit,Food
2024-09-02,Freelance Payment,39875.67,Credit,Income
2024-09-03,House Rent,-10192.34,Debit,Rent
2024-09-03,Indigo Airlines,-2944.65,Debit,Travel
2024-09-03,Swiggy,-915.88,Debit,Food
2024-09-03,Ajio,-3207.63,Debit,Shopping
2024-09-04,Hotstar,-346.17,Debit,Entertainment
2024-09-04,ATM Withdrawal,-1101.79,Debit,Other
2024-09-05,BigBasket,-1033.81,Debit,Food
2024-09-05,Ajio,-685.39,Debit,Shopping
2024-09-06,Flipkart,-1322.38,Debit,Shopping
2024-09-06,Miscellaneous,-1910.16,Debit,Other
2024-09-06,Starbucks,-162.01,Debit,Food
2024-09-07,Miscellaneous,-285.02,Debit,Other
2024-09-07,Jio Recharge,-2456.59,Debit,Bills
2024-09-07,BigBasket,-422.46,Debit,Food
2024-09-07,Dominos,-927.99,Debit,Food
2024-09-08,Miscellaneous,-1740.64,Debit,Other
2024-09-08,Bookstore,-1044.85,Debit,Education
2024-09-08,Ola,-645.47,Debit,Travel
2024-09-08,Ola,-340.27,Debit,Travel
2024-09-08,Dominos,-252.71,Debit,Food
2024-09-09,Udemy,-357.85,Debit,Education
2024-09-09,Zomato,-958.69,Debit,Food
2024-09-10,Gift,-832.91,Debit,Other
2024-09-10,Reliance Digital,-2571.48,Debit,Shopping
2024-09-10,Gift,-507.61,Debit,Other
2024-09-11,Apollo Pharmacy,-4114.6,Debit,Health
2024-09-11,Hotstar,-243.54,Debit,Entertainment
2024-09-11,Gift,-1892.23,Debit,Other
2024-09-11,Gym Membership,-1826.63,Debit,Health
2024-09-12,Gift,-1066.54,Debit,Other
2024-09-12,Ajio,-3958.6,Debit,Shopping
2024-09-12,Gym Membership,-3665.41,Debit,Health
2024-09-12,Dominos,-399.36,Debit,Food
2024-09-12,Amazon,-4984.3,Debit,Shopping
2024-09-12,Spotify,-368.33,Debit,Entertainment
2024-09-13,Swiggy,-439.72,Debit,Food
2024-09-13,IRCTC,-1372.54,Debit,Travel
2024-09-13,BookMyShow,-358.24,Debit,Entertainment
2024-09-13,Ola,-2439.83,Debit,Travel
2024-09-13,Rapido,-198.17,Debit,Travel
2024-09-14,Dominos,-555.54,Debit,Food
2024-09-14,Flipkart,-4560.58,Debit,Shopping
2024-09-14,Zomato,-1143.77,Debit,Food
2024-09-15,Hotstar,-585.3,Debit,Entertainment
2024-09-15,Gift,-411.64,Debit,Other
2024-09-16,Dominos,-674.83,Debit,Food
2024-09-16,Reliance Digital,-2670.05,Debit,Shopping
2024-09-17,ATM Withdrawal,-1912.9,Debit,Other
2024-09-17,Broadband Bill,-2007.32,Debit,Bills
2024-09-17,Ajio,-4902.35,Debit,Shopping
2024-09-17,Dominos,-1179.3,Debit,Food
2024-09-17,Dominos,-544.72,Debit,Food
2024-09-17,Ola,-1468.47,Debit,Travel
2024-09-19,Uber,-1200.12,Debit,Travel
2024-09-19,Gym Membership,-1593.11,Debit,Health
2024-09-20,Swiggy,-1153.88,Debit,Food
2024-09-20,Broadband Bill,-707.69,Debit,Bills
2024-09-20,Swiggy,-790.68,Debit,Food
2024-09-20,McDonalds,-443.0,Debit,Food
2024-09-21,Spotify,-238.65,Debit,Entertainment
2024-09-21,Gym Membership,-2677.99,Debit,Health
2024-09-21,Airtel Postpaid,-1486.45,Debit,Bills
2024-09-21,Uber,-1282.39,Debit,Travel
2024-09-21,BigBasket,-845.13,Debit,Food
2024-09-22,Hotstar,-302.32,Debit,Entertainment
2024-09-22,1mg,-2906.3,Debit,Health
2024-09-22,Myntra,-5400.45,Debit,Shopping
2024-09-22,McDonalds,-301.74,Debit,Food
2024-09-23,Myntra,-3857.38,Debit,Shopping
2024-09-23,Miscellaneous,-493.33,Debit,Other
2024-09-24,Hotstar,-305.21,Debit,Entertainment
2024-09-24,Apollo Pharmacy,-1036.62,Debit,Health
2024-09-25,Spotify,-146.79,Debit,Entertainment
2024-09-25,BigBasket,-1012.27,Debit,Food
2024-09-26,Gym Membership,-832.89,Debit,Health
2024-09-26,Gift,-1093.32,Debit,Other
2024-09-26,Interest Credit,31318.58,Credit,Income
2024-09-27,BigBasket,-353.06,Debit,Food
2024-09-28,Bookstore,-1178.5,Debit,Education
2024-09-28,BigBasket,-359.73,Debit,Food
2024-09-28,Swiggy,-530.19,Debit,Food
2024-09-28,IRCTC,-2001.04,Debit,Travel
2024-09-28,Spotify,-172.47,Debit,Entertainment
2024-09-29,Amazon,-2717.54,Debit,Shopping
2024-09-29,Myntra,-1855.87,Debit,Shopping
2024-09-29,McDonalds,-948.08,Debit,Food
2024-09-29,Starbucks,-521.97,Debit,Food
2024-09-30,1mg,-3748.2,Debit,Health
2024-10-01,Salary Credit,46155.31,Credit,Income
2024-10-01,McDonalds,-715.66,Debit,Food
2024-10-02,Gift,-1583.24,Debit,Other
2024-10-02,Salary Credit,38595.28,Credit,Income
2024-10-03,Miscellaneous,-1168.07,Debit,Other
2024-10-03,House Rent,-9760.07,Debit,Rent
2024-10-04,Starbucks,-562.13,Debit,Food
2024-10-04,Broadband Bill,-777.73,Debit,Bills
2024-10-05,Ajio,-3122.51,Debit,Shopping
2024-10-06,Rapido,-1708.78,Debit,Travel
2024-10-07,Petrol Pump,-2514.67,Debit,Travel
2024-10-07,Rapido,-869.58,Debit,Travel
2024-10-07,Miscellaneous,-1799.57,Debit,Other
2024-10-07,Petrol Pump,-2234.4,Debit,Travel
2024-10-07,Jio Recharge,-2029.14,Debit,Bills
2024-10-08,IRCTC,-203.11,Debit,Travel
2024-10-08,Airtel Postpaid,-1909.74,Debit,Bills
2024-10-09,Ajio,-5648.34,Debit,Shopping
2024-10-09,Practo,-4545.82,Debit,Health
2024-10-09,Myntra,-5505.74,Debit,Shopping
2024-10-09,Broadband Bill,-2811.25,Debit,Bills
2024-10-09,Gift,-930.2,Debit,Other
2024-10-09,Petrol Pump,-587.74,Debit,Travel
2024-10-09,BookMyShow,-595.95,Debit,Entertainment
2024-10-10,IRCTC,-1887.75,Debit,Travel
2024-10-11,Ajio,-1465.43,Debit,Shopping
2024-10-11,House Rent,-12430.25,Debit,Rent
2024-10-11,BigBasket,-175.17,Debit,Food
2024-10-12,BigBasket,-686.33,Debit,Food
2024-10-12,Ajio,-5604.39,Debit,Shopping
2024-10-12,Zomato,-682.63,Debit,Food
2024-10-12,Broadband Bill,-1085.35,Debit,Bills
2024-10-12,Reliance Digital,-3387.72,Debit,Shopping
2024-10-13,Amazon,-4013.46,Debit,Shopping
2024-10-13,Amazon (Large),-36108.24,Debit,Shopping
2024-10-13,Ajio,-2490.82,Debit,Shopping
2024-10-14,Jio Recharge,-2594.58,Debit,Bills
2024-10-14,Amazon,-4727.25,Debit,Shopping
2024-10-15,Udemy,-1377.23,Debit,Education
2024-10-16,Petrol Pump,-2849.76,Debit,Travel
2024-10-16,Apollo Pharmacy,-1323.92,Debit,Health
2024-10-17,Starbucks,-313.82,Debit,Food
2024-10-17,Dominos,-864.95,Debit,Food
2024-10-17,Airtel Postpaid,-1074.58,Debit,Bills
2024-10-17,Netflix,-760.79,Debit,Entertainment
2024-10-17,Myntra,-4161.98,Debit,Shopping
2024-10-19,IRCTC,-2017.26,Debit,Travel
2024-10-19,Salary Credit,49279.73,Credit,Income
2024-10-19,Ola,-88.63,Debit,Travel
2024-10-19,Ajio,-3349.9,Debit,Shopping
2024-10-19,Gift,-369.57,Debit,Other
2024-10-20,Netflix,-786.82,Debit,Entertainment
2024-10-20,Electricity Board,-2385.47,Debit,Bills
2024-10-20,Dominos,-491.44,Debit,Food
2024-10-20,Myntra,-5973.99,Debit,Shopping
2024-10-21,Jio Recharge,-964.6,Debit,Bills
2024-10-21,Rapido,-2937.73,Debit,Travel
2024-10-22,Amazon,-2601.87,Debit,Shopping
2024-10-22,Rapido,-2046.47,Debit,Travel
2024-10-22,Myntra,-878.1,Debit,Shopping
2024-10-22,Freelance Payment,25011.02,Credit,Income
2024-10-23,Zomato,-366.12,Debit,Food
2024-10-23,Uber,-1683.42,Debit,Travel
2024-10-24,Flipkart,-3639.43,Debit,Shopping
2024-10-24,House Rent,-10231.11,Debit,Rent
2024-10-25,House Rent,-10328.59,Debit,Rent
2024-10-25,Reliance Digital,-2248.28,Debit,Shopping
2024-10-26,Starbucks,-810.31,Debit,Food
2024-10-26,Reliance Digital,-5467.13,Debit,Shopping
2024-10-26,Swiggy,-856.56,Debit,Food
2024-10-28,Airtel Postpaid,-2549.01,Debit,Bills
2024-10-28,BigBasket,-509.02,Debit,Food
2024-10-28,Spotify,-260.81,Debit,Entertainment
2024-10-29,Jio Recharge,-1223.91,Debit,Bills
2024-10-29,McDonalds,-971.85,Debit,Food
2024-10-29,Swiggy,-420.35,Debit,Food
2024-10-29,Uber,-385.82,Debit,Travel
2024-10-29,Amazon,-3296.81,Debit,Shopping
2024-10-30,Netflix,-581.38,Debit,Entertainment
2024-10-30,Flipkart,-2248.67,Debit,Shopping
2024-10-31,Interest Credit,40026.73,Credit,Income
2024-10-31,Airtel Postpaid,-2945.45,Debit,Bills
2024-10-31,Amazon,-5716.78,Debit,Shopping
2024-10-31,Ajio,-5970.97,Debit,Shopping
2024-11-01,IRCTC,-2286.8,Debit,Travel
2024-11-01,Miscellaneous,-383.23,Debit,Other
2024-11-02,Netflix,-699.43,Debit,Entertainment
2024-11-02,Swiggy,-498.63,Debit,Food
2024-11-02,Salary Credit,41913.62,Credit,Income
2024-11-02,Tuition Fees,-1385.91,Debit,Education
2024-11-03,House Rent,-9874.49,Debit,Rent
2024-11-03,IRCTC,-2848.32,Debit,Travel
2024-11-04,BigBasket,-115.75,Debit,Food
2024-11-04,Ola,-2058.88,Debit,Travel
2024-11-05,Practo,-3137.53,Debit,Health
2024-11-05,Reliance Digital,-3835.76,Debit,Shopping
2024-11-05,Electricity Board,-651.42,Debit,Bills
2024-11-06,Netflix,-780.39,Debit,Entertainment
2024-11-06,IRCTC,-1323.01,Debit,Travel
2024-11-07,Netflix,-222.32,Debit,Entertainment
2024-11-07,Indigo Airlines,-1657.3,Debit,Travel
2024-11-07,Petrol Pump,-1801.1,Debit,Travel
2024-11-07,Freelance Payment,23266.8,Credit,Income
2024-11-07,McDonalds,-1000.58,Debit,Food
2024-11-08,Miscellaneous,-1549.39,Debit,Other
2024-11-08,Amazon,-2754.08,Debit,Shopping
2024-11-08,Electricity Board,-433.2,Debit,Bills
2024-11-08,Miscellaneous,-1712.82,Debit,Other
2024-11-08,Practo,-4900.82,Debit,Health
2024-11-08,Petrol Pump,-2226.8,Debit,Travel
2024-11-09,IRCTC,-2533.81,Debit,Travel
2024-11-09,Rapido,-151.66,Debit,Travel
2024-11-11,Airtel Postpaid,-1852.74,Debit,Bills
2024-11-11,Reliance Digital,-1345.58,Debit,Shopping
2024-11-12,Uber,-867.93,Debit,Travel
2024-11-12,Amazon,-1556.76,Debit,Shopping
2024-11-12,Zomato,-859.43,Debit,Food
2024-11-12,Starbucks,-1083.61,Debit,Food
2024-11-12,Spotify,-382.13,Debit,Entertainment
2024-11-13,Flipkart,-1938.53,Debit,Shopping
2024-11-13,Dominos,-937.13,Debit,Food
2024-11-13,Salary Credit,34427.18,Credit,Income
2024-11-14,Amazon,-3959.58,Debit,Shopping
2024-11-14,Flipkart,-3101.08,Debit,Shopping
2024-11-15,ATM Withdrawal,-1404.18,Debit,Other
2024-11-15,Electricity Board,-527.79,Debit,Bills
2024-11-16,Reliance Digital,-4759.6,Debit,Shopping
2024-11-16,Airtel Postpaid,-1181.76,Debit,Bills
2024-11-17,Starbucks,-359.26,Debit,Food
2024-11-21,Ola,-1294.2,Debit,Travel
2024-11-21,Rapido,-1342.61,Debit,Travel
2024-11-21,Broadband Bill,-1330.08,Debit,Bills
2024-11-22,Airtel Postpaid,-687.43,Debit,Bills
2024-11-22,BookMyShow,-695.33,Debit,Entertainment
2024-11-22,Electricity Board,-2954.3,Debit,Bills
2024-11-23,Ajio,-4992.02,Debit,Shopping
2024-11-23,Airtel Postpaid,-2080.36,Debit,Bills
2024-11-23,BookMyShow,-646.73,Debit,Entertainment
2024-11-23,Gym Membership,-2185.68,Debit,Health
2024-11-23,Broadband Bill,-1316.74,Debit,Bills
2024-11-23,McDonalds,-136.97,Debit,Food
2024-11-25,Petrol Pump,-1639.15,Debit,Travel
2024-11-25,Interest Credit,39529.2,Credit,Income
2024-11-25,Swiggy,-298.63,Debit,Food
2024-11-25,Freelance Payment,36276.37,Credit,Income
2024-11-25,McDonalds,-559.79,Debit,Food
2024-11-26,Rapido,-1603.41,Debit,Travel
2024-11-27,Practo,-3578.84,Debit,Health
2024-11-27,Gift,-1036.41,Debit,Other
2024-11-27,Ajio,-5842.79,Debit,Shopping
2024-11-29,Ola,-604.96,Debit,Travel
2024-11-29,House Rent,-12375.7,Debit,Rent
2024-11-29,Starbucks,-1029.36,Debit,Food
2024-11-29,Myntra,-4423.49,Debit,Shopping
2024-11-30,Dominos,-1146.02,Debit,Food
2024-11-30,Ola,-1568.32,Debit,Travel
2024-11-30,Spotify,-569.18,Debit,Entertainment
2024-12-01,Gift,-347.45,Debit,Other
2024-12-01,Dominos,-1003.97,Debit,Food
2024-12-01,Gift,-1112.41,Debit,Other
2024-12-01,Bookstore,-1113.28,Debit,Education
2024-12-01,Udemy,-359.08,Debit,Education
2024-12-01,Freelance Payment,24531.74,Credit,Income
2024-12-02,Amazon,-2242.65,Debit,Shopping
2024-12-02,Bookstore,-1257.23,Debit,Education
2024-12-02,Interest Credit,28304.43,Credit,Income
2024-12-02,BigBasket,-463.98,Debit,Food
2024-12-02,Salary Credit,40395.2,Credit,Income
2024-12-03,Freelance Payment,41549.94,Credit,Income
2024-12-03,Starbucks,-203.57,Debit,Food
2024-12-03,BigBasket,-553.03,Debit,Food
2024-12-03,House Rent,-10282.49,Debit,Rent
2024-12-04,Zomato,-627.93,Debit,Food
2024-12-04,Ajio,-5149.66,Debit,Shopping
2024-12-05,Swiggy,-586.59,Debit,Food
2024-12-05,Electricity Board,-1355.33,Debit,Bills
2024-12-05,Swiggy,-445.79,Debit,Food
2024-12-06,Airtel Postpaid,-624.69,Debit,Bills
2024-12-07,Uber,-1799.17,Debit,Travel
2024-12-07,Rapido,-1134.96,Debit,Travel
2024-12-07,Netflix,-567.98,Debit,Entertainment
2024-12-07,1mg,-2897.06,Debit,Health
2024-12-07,Myntra,-3751.25,Debit,Shopping
2024-12-08,Airtel Postpaid,-1512.34,Debit,Bills
2024-12-08,Rapido,-1009.29,Debit,Travel
2024-12-08,Interest Credit,30170.89,Credit,Income
2024-12-09,Jio Recharge,-1077.37,Debit,Bills
2024-12-09,IRCTC,-344.96,Debit,Travel
2024-12-09,Myntra,-4463.83,Debit,Shopping
2024-12-10,Gift,-1170.45,Debit,Other
2024-12-10,Broadband Bill,-557.22,Debit,Bills
2024-12-10,McDonalds,-663.44,Debit,Food
2024-12-10,Ola,-2151.2,Debit,Travel
2024-12-11,Practo,-954.88,Debit,Health
2024-12-11,IRCTC,-2641.62,Debit,Travel
2024-12-12,Tuition Fees,-3871.43,Debit,Education
2024-12-12,1mg,-4246.06,Debit,Health
2024-12-12,Netflix,-676.48,Debit,Entertainment
2024-12-13,Flipkart,-3618.59,Debit,Shopping
2024-12-13,Flipkart,-2138.54,Debit,Shopping
2024-12-13,Flipkart,-3398.25,Debit,Shopping
2024-12-13,Apollo Pharmacy,-3568.89,Debit,Health
2024-12-14,Dominos,-342.94,Debit,Food
2024-12-14,Ola,-2022.29,Debit,Travel
2024-12-15,Reliance Digital,-3560.68,Debit,Shopping
2024-12-15,Ajio,-1998.37,Debit,Shopping
2024-12-15,Hotstar,-108.4,Debit,Entertainment
2024-12-17,Spotify,-616.39,Debit,Entertainment
2024-12-17,Dominos,-664.19,Debit,Food
2024-12-17,Tuition Fees,-3497.6,Debit,Education
2024-12-18,Swiggy,-920.83,Debit,Food
2024-12-18,Rapido,-1198.97,Debit,Travel
2024-12-18,Practo,-4541.8,Debit,Health
2024-12-20,Dominos,-884.68,Debit,Food
2024-12-20,Salary Credit,23741.42,Credit,Income
2024-12-20,Zomato,-772.6,Debit,Food
2024-12-20,Uber,-1520.4,Debit,Travel
2024-12-20,Hotstar,-338.44,Debit,Entertainment
2024-12-20,Airtel Postpaid,-1443.32,Debit,Bills
2024-12-20,Salary Credit,33114.96,Credit,Income
2024-12-21,Miscellaneous,-1759.47,Debit,Other
2024-12-22,1mg,-2611.91,Debit,Health
2024-12-22,Miscellaneous,-1369.8,Debit,Other
2024-12-22,Bookstore,-2252.3,Debit,Education
2024-12-22,Gift,-101.08,Debit,Other
2024-12-22,Myntra,-2327.33,Debit,Shopping
2024-12-23,McDonalds,-433.44,Debit,Food
2024-12-23,Reliance Digital,-2343.9,Debit,Shopping
2024-12-23,Ajio,-2515.32,Debit,Shopping
2024-12-23,BookMyShow,-785.02,Debit,Entertainment
2024-12-24,ATM Withdrawal,-283.67,Debit,Other
2024-12-25,Gift,-1961.65,Debit,Other
2024-12-25,Airtel Postpaid,-1534.15,Debit,Bills
2024-12-25,Uber,-2373.27,Debit,Travel
2024-12-25,Freelance Payment,47547.17,Credit,Income
2024-12-26,Starbucks,-920.52,Debit,Food
2024-12-26,Reliance Digital,-489.18,Debit,Shopping
2024-12-26,Spotify,-603.86,Debit,Entertainment
2024-12-26,Amazon,-5251.02,Debit,Shopping
2024-12-26,Flipkart,-5723.43,Debit,Shopping
2024-12-26,Amazon,-3922.03,Debit,Shopping
2024-12-27,Indigo Airlines,-654.98,Debit,Travel
2024-12-27,Zomato,-647.98,Debit,Food
2024-12-27,Myntra,-3618.53,Debit,Shopping
2024-12-28,Zomato,-845.3,Debit,Food
2024-12-28,Ola,-1121.02,Debit,Travel
2024-12-29,Netflix,-647.04,Debit,Entertainment
2024-12-30,Salary Credit,26838.05,Credit,Income
2024-12-30,Uber,-1957.49,Debit,Travel
2024-12-30,Gym Membership,-3196.95,Debit,Health
2024-12-31,BigBasket,-113.99,Debit,Food
2025-01-01,McDonalds,-215.02,Debit,Food
2025-01-01,Zomato,-938.7,Debit,Food
2025-01-01,Broadband Bill,-1970.05,Debit,Bills
2025-01-02,BigBasket,-1190.24,Debit,Food
2025-01-02,BigBasket,-1041.31,Debit,Food
2025-01-02,Hotstar,-571.49,Debit,Entertainment
2025-01-02,Salary Credit,36443.52,Credit,Income
2025-01-02,Indigo Airlines,-1446.53,Debit,Travel
2025-01-03,House Rent,-11399.16,Debit,Rent
2025-01-03,McDonalds,-1037.49,Debit,Food
2025-01-04,Freelance Payment,24033.05,Credit,Income
2025-01-04,Rapido,-461.97,Debit,Travel
2025-01-04,ATM Withdrawal,-727.46,Debit,Other
2025-01-04,Reliance Digital,-2266.91,Debit,Shopping
2025-01-04,Miscellaneous,-1280.78,Debit,Other
2025-01-04,Flipkart,-3930.34,Debit,Shopping
2025-01-05,IRCTC,-1074.66,Debit,Travel
2025-01-05,BigBasket,-494.51,Debit,Food
2025-01-05,Gym Membership,-2335.4,Debit,Health
2025-01-05,Myntra,-5373.33,Debit,Shopping
2025-01-06,Gym Membership,-1115.11,Debit,Health
2025-01-06,Indigo Airlines,-2824.54,Debit,Travel
2025-01-07,BigBasket,-1019.58,Debit,Food
2025-01-07,Interest Credit,33067.5,Credit,Income
2025-01-08,Electricity Board,-1205.85,Debit,Bills
2025-01-08,Broadband Bill,-955.3,Debit,Bills
2025-01-11,House Rent,-9435.67,Debit,Rent
2025-01-11,Interest Credit,45375.49,Credit,Income
2025-01-11,House Rent,-9839.01,Debit,Rent
2025-01-11,Bookstore,-344.8,Debit,Education
2025-01-11,Rapido,-479.98,Debit,Travel
2025-01-11,Gym Membership,-4670.77,Debit,Health
2025-01-12,Coursera,-1660.61,Debit,Education
2025-01-12,ATM Withdrawal,-974.31,Debit,Other
2025-01-12,ATM Withdrawal,-628.16,Debit,Other
2025-01-12,Interest Credit,45965.21,Credit,Income
2025-01-12,Spotify,-543.02,Debit,Entertainment
2025-01-13,Petrol Pump,-577.53,Debit,Travel
2025-01-13,Electricity Board,-2607.83,Debit,Bills
2025-01-13,Miscellaneous,-1470.56,Debit,Other
2025-01-13,Dominos,-829.31,Debit,Food
2025-01-14,Starbucks,-356.55,Debit,Food
2025-01-15,Reliance Digital,-4465.94,Debit,Shopping
2025-01-15,Netflix,-507.63,Debit,Entertainment
2025-01-15,Petrol Pump,-1168.95,Debit,Travel
2025-01-16,Practo (Large),-39737.44,Debit,Health
2025-01-16,Rapido,-2428.89,Debit,Travel
2025-01-16,Salary Credit,43894.15,Credit,Income
2025-01-16,Miscellaneous,-87.69,Debit,Other
2025-01-16,BigBasket,-160.1,Debit,Food
2025-01-17,Gift,-1963.23,Debit,Other
2025-01-17,Indigo Airlines,-1765.79,Debit,Travel
2025-01-18,Swiggy,-847.61,Debit,Food
2025-01-19,Ajio,-1479.86,Debit,Shopping
2025-01-19,Myntra,-1174.1,Debit,Shopping
2025-01-19,Zomato,-223.53,Debit,Food
2025-01-19,IRCTC,-136.05,Debit,Travel
2025-01-19,Miscellaneous,-1526.75,Debit,Other
2025-01-20,Salary Credit,21567.74,Credit,Income
2025-01-20,Hotstar,-377.15,Debit,Entertainment
2025-01-20,ATM Withdrawal,-470.57,Debit,Other
2025-01-21,IRCTC,-2892.01,Debit,Travel
2025-01-21,Jio Recharge,-2140.94,Debit,Bills
2025-01-21,ATM Withdrawal,-1084.94,Debit,Other
2025-01-21,Indigo Airlines,-1849.0,Debit,Travel
2025-01-21,Miscellaneous,-1004.38,Debit,Other
2025-01-22,BookMyShow,-671.32,Debit,Entertainment
2025-01-23,Amazon,-5318.05,Debit,Shopping
2025-01-23,Interest Credit,49045.8,Credit,Income
2025-01-23,Ajio,-5921.4,Debit,Shopping
2025-01-23,Miscellaneous,-679.77,Debit,Other
2025-01-24,Dominos,-756.75,Debit,Food
2025-01-24,BigBasket,-426.7,Debit,Food
2025-01-24,Jio Recharge,-1908.93,Debit,Bills
2025-01-24,Swiggy,-577.42,Debit,Food
2025-01-24,Interest Credit,33730.99,Credit,Income
2025-01-25,Ajio,-4112.87,Debit,Shopping
2025-01-25,Netflix,-244.73,Debit,Entertainment
2025-01-25,Swiggy,-881.97,Debit,Food
2025-01-25,Electricity Board,-816.67,Debit,Bills
2025-01-25,Swiggy,-1031.67,Debit,Food
2025-01-25,ATM Withdrawal,-752.46,Debit,Other
2025-01-26,McDonalds,-604.89,Debit,Food
2025-01-26,BigBasket,-779.97,Debit,Food
2025-01-26,IRCTC,-2602.62,Debit,Travel
2025-01-27,Miscellaneous,-1290.34,Debit,Other
2025-01-27,Broadband Bill,-2323.5,Debit,Bills
2025-01-27,Miscellaneous,-816.73,Debit,Other
2025-01-27,Miscellaneous,-1487.34,Debit,Other
2025-01-28,Dominos,-452.07,Debit,Food
2025-01-28,Zomato,-773.48,Debit,Food
2025-01-28,Flipkart,-5807.59,Debit,Shopping
2025-01-29,BigBasket,-762.81,Debit,Food
2025-01-29,Amazon,-4151.43,Debit,Shopping
2025-01-30,Indigo Airlines,-2314.79,Debit,Travel
2025-01-30,1mg,-4500.98,Debit,Health
2025-01-30,Hotstar,-662.91,Debit,Entertainment
2025-01-30,Starbucks,-761.23,Debit,Food
2025-01-31,BigBasket,-1134.15,Debit,Food
2025-01-31,Rapido,-259.25,Debit,Travel
2025-01-31,Zomato,-347.08,Debit,Food
2025-02-01,Electricity Board,-333.61,Debit,Bills
2025-02-01,Amazon,-300.77,Debit,Shopping
2025-02-01,Dominos,-563.87,Debit,Food
2025-02-01,Flipkart,-3683.3,Debit,Shopping
2025-02-02,Salary Credit,37335.25,Credit,Income
2025-02-03,Miscellaneous,-938.53,Debit,Other
2025-02-03,House Rent,-11595.58,Debit,Rent
2025-02-03,Zomato,-962.86,Debit,Food
2025-02-04,Ajio,-5426.89,Debit,Shopping
2025-02-04,Bookstore,-871.5,Debit,Education
2025-02-04,Indigo Airlines,-864.2,Debit,Travel
2025-02-04,ATM Withdrawal,-1475.12,Debit,Other
2025-02-04,House Rent,-9015.28,Debit,Rent
2025-02-05,Starbucks,-1021.97,Debit,Food
2025-02-05,Amazon,-3429.19,Debit,Shopping
