Date,Description,Amount,Type,Category
2025-02-05,House Rent,-9515.48,Debit,Rent
2025-02-06,Practo,-4133.1,Debit,Health
2025-02-06,Spotify,-659.65,Debit,Entertainment
2025-02-07,Miscellaneous,-1986.85,Debit,Other
2025-02-07,Airtel Postpaid,-840.63,Debit,Bills
2025-02-07,Ajio,-5153.26,Debit,Shopping
2025-02-07,Broadband Bill,-1998.77,Debit,Bills
2025-02-07,McDonalds,-368.54,Debit,Food
2025-02-08,IRCTC (Large),-34059.69,Debit,Travel
2025-02-08,BigBasket,-449.92,Debit,Food
2025-02-08,Spotify,-233.02,Debit,Entertainment
2025-02-08,Petrol Pump,-613.19,Debit,Travel
2025-02-08,Jio Recharge,-918.74,Debit,Bills
2025-02-08,BigBasket,-150.74,Debit,Food
2025-02-10,Zomato,-797.41,Debit,Food
2025-02-10,Rapido,-728.37,Debit,Travel
2025-02-10,BigBasket,-703.61,Debit,Food
2025-02-10,Uber,-1001.46,Debit,Travel
2025-02-10,House Rent,-11827.43,Debit,Rent
2025-02-11,Indigo Airlines,-382.11,Debit,Travel
2025-02-11,House Rent,-9190.57,Debit,Rent
2025-02-11,Starbucks,-1155.53,Debit,Food
2025-02-11,IRCTC (Large),-25649.23,Debit,Travel
2025-02-11,Petrol Pump,-76.64,Debit,Travel
2025-02-12,House Rent,-9058.77,Debit,Rent
2025-02-12,House Rent,-10588.73,Debit,Rent
2025-02-12,Miscellaneous,-1105.74,Debit,Other
2025-02-12,Jio Recharge,-388.09,Debit,Bills
2025-02-13,BigBasket,-454.3,Debit,Food
2025-02-14,Dominos,-983.87,Debit,Food
2025-02-15,House Rent,-10704.37,Debit,Rent
2025-02-15,Gym Membership,-3575.04,Debit,Health
2025-02-15,McDonalds,-321.9,Debit,Food
2025-02-15,1mg,-4017.52,Debit,Health
2025-02-16,Indigo Airlines,-2335.17,Debit,Travel
2025-02-16,IRCTC,-2608.52,Debit,Travel
2025-02-17,Gift,-1171.94,Debit,Other
2025-02-17,IRCTC,-185.87,Debit,Travel
2025-02-17,Salary Credit,45565.81,Credit,Income
2025-02-17,Petrol Pump,-2107.54,Debit,Travel
2025-02-18,Coursera,-2844.57,Debit,Education
2025-02-19,Miscellaneous,-1860.22,Debit,Other
2025-02-19,Rapido,-204.4,Debit,Travel
2025-02-19,Miscellaneous,-1621.69,Debit,Other
2025-02-20,Tuition Fees,-2225.1,Debit,Education
2025-02-20,Reliance Digital,-3072.24,Debit,Shopping
2025-02-20,Freelance Payment,38015.51,Credit,Income
2025-02-20,Salary Credit,38418.01,Credit,Income
2025-02-21,ATM Withdrawal,-53.05,Debit,Other
2025-02-21,Practo,-427.81,Debit,Health
2025-02-22,Reliance Digital,-5791.08,Debit,Shopping
2025-02-22,Indigo Airlines,-158.18,Debit,Travel
2025-02-23,Airtel Postpaid,-2095.94,Debit,Bills
2025-02-23,Starbucks,-905.9,Debit,Food
2025-02-24,Apollo Pharmacy,-1141.54,Debit,Health
2025-02-24,Coursera,-3885.68,Debit,Education
2025-02-24,Starbucks,-1012.55,Debit,Food
2025-02-24,Coursera,-3952.92,Debit,Education
2025-02-24,McDonalds,-911.34,Debit,Food
2025-02-24,Interest Credit,33014.52,Credit,Income
2025-02-25,McDonalds,-596.87,Debit,Food
2025-02-25,Jio Recharge,-2818.57,Debit,Bills
2025-02-25,Hotstar,-693.46,Debit,Entertainment
2025-02-25,Interest Credit,27626.74,Credit,Income
2025-02-26,Electricity Board,-1466.83,Debit,Bills
2025-02-26,Electricity Board,-510.49,Debit,Bills
2025-02-27,Salary Credit,37918.34,Credit,Income
2025-02-28,Swiggy,-609.62,Debit,Food
2025-02-28,Udemy,-719.82,Debit,Education
2025-03-01,Starbucks,-282.07,Debit,Food
2025-03-01,Amazon,-3957.89,Debit,Shopping
2025-03-01,Coursera,-1306.21,Debit,Education
2025-03-01,Myntra,-4729.74,Debit,Shopping
2025-03-02,Tuition Fees,-2379.67,Debit,Education
2025-03-02,Spotify,-230.68,Debit,Entertainment
2025-03-02,Starbucks,-946.24,Debit,Food
2025-03-02,Starbucks,-683.29,Debit,Food
2025-03-02,Salary Credit,41406.8,Credit,Income
2025-03-03,House Rent,-11579.47,Debit,Rent
2025-03-03,Indigo Airlines,-288.52,Debit,Travel
2025-03-03,Reliance Digital,-1026.69,Debit,Shopping
2025-03-03,Tuition Fees,-513.64,Debit,Education
2025-03-05,Jio Recharge,-1118.83,Debit,Bills
2025-03-05,Ajio,-4148.3,Debit,Shopping
2025-03-05,Bookstore,-895.14,Debit,Education
2025-03-07,Myntra,-532.3,Debit,Shopping
2025-03-07,Flipkart,-3732.23,Debit,Shopping
2025-03-07,Dominos,-741.35,Debit,Food
2025-03-07,Miscellaneous,-616.48,Debit,Other
2025-03-08,Rapido,-1649.6,Debit,Travel
2025-03-09,Airtel Postpaid,-221.46,Debit,Bills
2025-03-09,Starbucks,-233.52,Debit,Food
2025-03-09,Electricity Board,-2510.8,Debit,Bills
2025-03-09,House Rent,-10617.53,Debit,Rent
2025-03-09,Ajio,-2475.19,Debit,Shopping
2025-03-10,Hotstar,-773.48,Debit,Entertainment
2025-03-10,Amazon,-3423.37,Debit,Shopping
2025-03-10,Flipkart,-3535.89,Debit,Shopping
2025-03-10,Practo,-3936.55,Debit,Health
2025-03-10,Tuition Fees,-2890.13,Debit,Education
2025-03-10,Gift,-594.59,Debit,Other
2025-03-11,Myntra,-2563.83,Debit,Shopping
2025-03-11,Udemy,-2327.5,Debit,Education
2025-03-11,Amazon,-469.11,Debit,Shopping
2025-03-12,Flipkart,-1247.82,Debit,Shopping
2025-03-12,McDonalds,-174.09,Debit,Food
2025-03-13,Indigo Airlines,-1488.62,Debit,Travel
2025-03-13,Zomato,-1081.09,Debit,Food
2025-03-14,McDonalds,-480.23,Debit,Food
2025-03-15,Electricity Board,-589.89,Debit,Bills
2025-03-15,Starbucks,-212.76,Debit,Food
2025-03-15,IRCTC,-1063.5,Debit,Travel
2025-03-15,IRCTC,-881.47,Debit,Travel
2025-03-15,Rapido,-2242.42,Debit,Travel
2025-03-15,Reliance Digital,-3082.97,Debit,Shopping
2025-03-17,House Rent,-12442.92,Debit,Rent
2025-03-17,Jio Recharge,-428.83,Debit,Bills
2025-03-17,Uber,-1520.18,Debit,Travel
2025-03-17,McDonalds,-592.56,Debit,Food
2025-03-17,ATM Withdrawal,-1583.37,Debit,Other
2025-03-17,Apollo Pharmacy,-3507.54,Debit,Health
2025-03-17,ATM Withdrawal,-248.48,Debit,Other
2025-03-18,House Rent,-9575.26,Debit,Rent
2025-03-18,Dominos,-1029.26,Debit,Food
2025-03-19,Starbucks,-398.26,Debit,Food
2025-03-20,Ola,-1918.76,Debit,Travel
2025-03-20,BigBasket,-1150.76,Debit,Food
2025-03-20,Starbucks,-1004.12,Debit,Food
2025-03-20,Indigo Airlines,-389.05,Debit,Travel
2025-03-21,1mg,-2205.13,Debit,Health
2025-03-21,ATM Withdrawal,-1011.89,Debit,Other
2025-03-21,Airtel Postpaid,-2233.14,Debit,Bills
2025-03-21,BigBasket,-553.88,Debit,Food
2025-03-21,Dominos,-555.92,Debit,Food
2025-03-23,Miscellaneous,-1127.78,Debit,Other
2025-03-23,Zomato,-893.89,Debit,Food
2025-03-25,Zomato,-345.98,Debit,Food
2025-03-25,Tuition Fees,-3932.66,Debit,Education
2025-03-25,Netflix,-148.69,Debit,Entertainment
2025-03-25,Freelance Payment,44539.01,Credit,Income
2025-03-25,Uber,-795.8,Debit,Travel
2025-03-25,Swiggy,-657.96,Debit,Food
2025-03-26,Reliance Digital,-711.53,Debit,Shopping
2025-03-27,ATM Withdrawal,-1395.51,Debit,Other
2025-03-27,House Rent,-12600.09,Debit,Rent
2025-03-27,ATM Withdrawal,-1856.45,Debit,Other
2025-03-27,Jio Recharge,-1110.92,Debit,Bills
2025-03-28,Freelance Payment,21059.34,Credit,Income
2025-03-28,Udemy,-2093.68,Debit,Education
2025-03-29,Tuition Fees,-2760.44,Debit,Education
2025-03-29,Amazon,-3368.89,Debit,Shopping
2025-03-29,BigBasket,-1121.53,Debit,Food
2025-03-30,Petrol Pump,-1452.45,Debit,Travel
2025-03-30,Petrol Pump,-1222.09,Debit,Travel
2025-03-30,House Rent,-10993.02,Debit,Rent
2025-03-31,Apollo Pharmacy (Large),-20467.57,Debit,Health
2025-03-31,BigBasket,-111.1,Debit,Food
2025-03-31,Myntra,-3914.61,Debit,Shopping
2025-04-01,Ola,-761.54,Debit,Travel
2025-04-01,1mg,-4942.12,Debit,Health
2025-04-01,Uber,-298.96,Debit,Travel
2025-04-01,Practo,-824.71,Debit,Health
2025-04-01,BigBasket,-813.98,Debit,Food
2025-04-01,Indigo Airlines,-563.87,Debit,Travel
2025-04-02,Salary Credit,35245.06,Credit,Income
2025-04-02,ATM Withdrawal,-127.26,Debit,Other
2025-04-02,Broadband Bill,-1576.46,Debit,Bills
2025-04-03,House Rent,-11362.12,Debit,Rent
2025-04-03,Flipkart,-2816.72,Debit,Shopping
2025-04-03,Gym Membership,-579.19,Debit,Health
2025-04-03,BigBasket,-636.17,Debit,Food
2025-04-03,Electricity Board,-1448.33,Debit,Bills
2025-04-03,Dominos,-780.08,Debit,Food
2025-04-04,ATM Withdrawal,-240.15,Debit,Other
2025-04-04,Airtel Postpaid,-1265.75,Debit,Bills
2025-04-04,Hotstar,-790.63,Debit,Entertainment
2025-04-04,Netflix,-124.19,Debit,Entertainment
2025-04-04,Interest Credit,44878.6,Credit,Income
2025-04-05,Gym Membership,-4169.38,Debit,Health
2025-04-05,Freelance Payment,34896.84,Credit,Income
2025-04-05,Spotify,-539.89,Debit,Entertainment
2025-04-05,Starbucks,-526.41,Debit,Food
2025-04-06,Starbucks,-224.24,Debit,Food
2025-04-06,Salary Credit,34225.21,Credit,Income
2025-04-06,Ola,-2748.46,Debit,Travel
2025-04-06,Flipkart,-567.59,Debit,Shopping
2025-04-06,Starbucks,-619.74,Debit,Food
2025-04-07,Amazon,-5233.79,Debit,Shopping
2025-04-07,McDonalds,-174.62,Debit,Food
2025-04-08,Reliance Digital,-3589.96,Debit,Shopping
2025-04-08,Ajio,-3626.84,Debit,Shopping
2025-04-08,Reliance Digital,-364.72,Debit,Shopping
2025-04-08,Jio Recharge,-1642.49,Debit,Bills
2025-04-08,Indigo Airlines,-863.37,Debit,Travel
2025-04-08,Rapido,-293.72,Debit,Travel
2025-04-08,Interest Credit,49505.64,Credit,Income
2025-04-08,Petrol Pump,-2450.7,Debit,Travel
2025-04-09,ATM Withdrawal,-503.66,Debit,Other
2025-04-09,BigBasket,-470.59,Debit,Food
2025-04-10,Jio Recharge,-1411.88,Debit,Bills
2025-04-11,BigBasket,-778.27,Debit,Food
2025-04-11,Ola,-1692.56,Debit,Travel
2025-04-11,Starbucks,-1180.62,Debit,Food
2025-04-12,Hotstar,-483.5,Debit,Entertainment
2025-04-12,1mg,-180.97,Debit,Health
2025-04-13,Uber (Large),-18426.96,Debit,Travel
2025-04-13,Amazon,-3063.53,Debit,Shopping
2025-04-13,Amazon,-1623.61,Debit,Shopping
2025-04-14,Swiggy,-910.56,Debit,Food
2025-04-14,McDonalds,-960.23,Debit,Food
2025-04-14,Zomato,-432.11,Debit,Food
2025-04-14,Tuition Fees,-3746.88,Debit,Education
2025-04-15,Amazon,-4999.85,Debit,Shopping
2025-04-15,Ajio,-4748.28,Debit,Shopping
2025-04-15,Jio Recharge,-2684.2,Debit,Bills
2025-04-15,Airtel Postpaid,-1924.42,Debit,Bills
2025-04-15,Ajio,-3370.6,Debit,Shopping
2025-04-16,Reliance Digital,-1702.6,Debit,Shopping
2025-04-16,Amazon,-3761.65,Debit,Shopping
2025-04-16,Flipkart,-2933.1,Debit,Shopping
2025-04-16,Salary Credit,33922.85,Credit,Income
2025-04-16,Dominos,-1199.5,Debit,Food
2025-04-17,Flipkart,-3763.06,Debit,Shopping
2025-04-17,BigBasket,-473.2,Debit,Food
2025-04-17,Myntra,-2802.14,Debit,Shopping
2025-04-17,Myntra,-4968.88,Debit,Shopping
2025-04-18,Myntra,-2685.91,Debit,Shopping
2025-04-19,Salary Credit,36003.83,Credit,Income
2025-04-19,Bookstore,-573.97,Debit,Education
2025-04-19,Freelance Payment,23662.64,Credit,Income
2025-04-19,Myntra,-425.55,Debit,Shopping
2025-04-20,Swiggy,-1024.96,Debit,Food
2025-04-20,Practo,-237.04,Debit,Health
2025-04-20,Ola,-2613.27,Debit,Travel
2025-04-21,Freelance Payment,34280.54,Credit,Income
2025-04-22,Miscellaneous,-126.04,Debit,Other
2025-04-22,Netflix,-449.94,Debit,Entertainment
2025-04-23,Jio Recharge,-1447.52,Debit,Bills
2025-04-24,Starbucks,-1013.68,Debit,Food
2025-04-25,Netflix,-273.75,Debit,Entertainment
2025-04-25,Broadband Bill,-712.02,Debit,Bills
2025-04-25,Hotstar,-495.58,Debit,Entertainment
2025-04-25,Uber,-566.9,Debit,Travel
2025-04-27,Flipkart,-826.02,Debit,Shopping
2025-04-27,Myntra,-3732.07,Debit,Shopping
2025-04-28,BigBasket,-799.8,Debit,Food
2025-04-29,Reliance Digital,-4390.31,Debit,Shopping
2025-04-30,Bookstore,-2608.28,Debit,Education
2025-04-30,Miscellaneous,-1868.82,Debit,Other
2025-04-30,Electricity Board,-2181.62,Debit,Bills
2025-05-01,Petrol Pump,-1463.87,Debit,Travel
2025-05-01,McDonalds,-1021.61,Debit,Food
2025-05-01,Swiggy,-188.26,Debit,Food
2025-05-01,Ajio,-5431.83,Debit,Shopping
2025-05-02,Myntra,-2480.03,Debit,Shopping
2025-05-02,McDonalds,-278.22,Debit,Food
2025-05-02,Salary Credit,37879.38,Credit,Income
2025-05-03,Ajio (Large),-18371.13,Debit,Shopping
2025-05-03,Myntra,-1138.25,Debit,Shopping
2025-05-03,Starbucks,-943.91,Debit,Food
2025-05-03,BookMyShow,-415.99,Debit,Entertainment
2025-05-03,House Rent,-11621.17,Debit,Rent
2025-05-03,Uber,-2882.4,Debit,Travel
2025-05-04,McDonalds,-978.45,Debit,Food
2025-05-04,BookMyShow,-514.24,Debit,Entertainment
2025-05-04,Indigo Airlines,-162.05,Debit,Travel
2025-05-06,Myntra,-351.61,Debit,Shopping
2025-05-06,Starbucks,-910.9,Debit,Food
2025-05-06,Spotify,-104.5,Debit,Entertainment
2025-05-06,Bookstore,-2344.3,Debit,Education
2025-05-06,McDonalds,-417.77,Debit,Food
2025-05-06,Practo,-1726.75,Debit,Health
2025-05-07,Dominos,-662.4,Debit,Food
2025-05-07,Practo,-3173.52,Debit,Health
2025-05-07,Uber,-308.55,Debit,Travel
2025-05-07,Airtel Postpaid,-200.03,Debit,Bills
2025-05-07,Electricity Board,-2731.64,Debit,Bills
2025-05-08,Reliance Digital,-3057.4,Debit,Shopping
2025-05-08,House Rent,-11836.05,Debit,Rent
2025-05-08,Miscellaneous,-558.74,Debit,Other
2025-05-08,Electricity Board,-1820.29,Debit,Bills
2025-05-09,Salary Credit,28222.15,Credit,Income
2025-05-09,ATM Withdrawal,-919.62,Debit,Other
2025-05-09,Hotstar,-336.95,Debit,Entertainment
2025-05-09,Amazon,-3709.88,Debit,Shopping
2025-05-10,Freelance Payment,47739.3,Credit,Income
2025-05-10,Bookstore,-804.57,Debit,Education
2025-05-10,Jio Recharge,-922.24,Debit,Bills
2025-05-11,BigBasket,-1194.35,Debit,Food
2025-05-11,Spotify,-532.37,Debit,Entertainment
2025-05-11,Petrol Pump,-2737.24,Debit,Travel
2025-05-12,Rapido,-1914.45,Debit,Travel
2025-05-12,Gym Membership,-3758.14,Debit,Health
2025-05-12,Petrol Pump,-160.83,Debit,Travel
2025-05-12,Miscellaneous,-1354.53,Debit,Other
2025-05-12,Zomato,-717.63,Debit,Food
2025-05-13,Dominos,-354.18,Debit,Food
2025-05-13,Airtel Postpaid,-2969.28,Debit,Bills
2025-05-14,Petrol Pump,-1068.32,Debit,Travel
2025-05-14,McDonalds,-545.28,Debit,Food
2025-05-15,Amazon,-2821.1,Debit,Shopping
2025-05-15,IRCTC,-2243.6,Debit,Travel
2025-05-15,House Rent,-11349.81,Debit,Rent
2025-05-15,Swiggy,-1118.13,Debit,Food
2025-05-16,Tuition Fees,-2055.04,Debit,Education
2025-05-17,House Rent,-10283.12,Debit,Rent
2025-05-17,Ajio,-1246.4,Debit,Shopping
2025-05-17,Netflix,-799.8,Debit,Entertainment
2025-05-17,Electricity Board,-2809.64,Debit,Bills
2025-05-17,Myntra,-2288.28,Debit,Shopping
2025-05-18,Indigo Airlines,-1873.25,Debit,Travel
2025-05-18,Swiggy,-895.46,Debit,Food
2025-05-18,Coursera,-2384.17,Debit,Education
2025-05-19,Zomato,-599.69,Debit,Food
2025-05-20,Ajio,-5278.02,Debit,Shopping
2025-05-20,Zomato,-957.54,Debit,Food
2025-05-20,Swiggy,-479.88,Debit,Food
2025-05-20,1mg,-3090.02,Debit,Health
2025-05-21,Reliance Digital,-2657.23,Debit,Shopping
2025-05-22,Jio Recharge,-1843.16,Debit,Bills
2025-05-22,Swiggy,-712.39,Debit,Food
2025-05-22,Myntra,-1184.87,Debit,Shopping
2025-05-22,Myntra,-3124.08,Debit,Shopping
2025-05-22,Ajio,-2161.91,Debit,Shopping
2025-05-22,Interest Credit,20707.85,Credit,Income
2025-05-23,Jio Recharge,-1999.21,Debit,Bills
2025-05-23,Swiggy,-1031.86,Debit,Food
2025-05-24,BookMyShow,-515.16,Debit,Entertainment
2025-05-24,Practo,-1366.83,Debit,Health
2025-05-24,Interest Credit,42597.39,Credit,Income
2025-05-24,Dominos,-720.89,Debit,Food
2025-05-24,Gift,-131.8,Debit,Other
2025-05-24,Ajio,-5909.28,Debit,Shopping
2025-05-25,1mg,-4232.87,Debit,Health
2025-05-25,Dominos,-1100.4,Debit,Food
2025-05-25,Ajio,-383.6,Debit,Shopping
2025-05-25,Interest Credit,37348.95,Credit,Income
2025-05-26,Myntra,-4977.65,Debit,Shopping
2025-05-26,Reliance Digital,-4369.99,Debit,Shopping
2025-05-26,House Rent,-11779.53,Debit,Rent
2025-05-26,Starbucks,-1160.92,Debit,Food
2025-05-26,House Rent,-12445.48,Debit,Rent
2025-05-26,Hotstar,-704.04,Debit,Entertainment
2025-05-26,Rapido,-1707.51,Debit,Travel
2025-05-27,Gift,-1640.87,Debit,Other
2025-05-27,Freelance Payment,20007.13,Credit,Income
2025-05-27,Miscellaneous,-1102.13,Debit,Other
2025-05-27,Hotstar,-607.99,Debit,Entertainment
2025-05-28,Freelance Payment,24848.59,Credit,Income
2025-05-28,Dominos,-1037.66,Debit,Food
2025-05-28,Amazon,-5559.72,Debit,Shopping
2025-05-28,Freelance Payment,31854.51,Credit,Income
2025-05-29,Rapido,-660.87,Debit,Travel
2025-05-29,McDonalds,-142.72,Debit,Food
2025-05-29,Airtel Postpaid,-1265.45,Debit,Bills
2025-05-29,Jio Recharge,-558.67,Debit,Bills
2025-05-29,Ajio,-5850.41,Debit,Shopping
2025-05-31,Ola,-1471.51,Debit,Travel
2025-05-31,Udemy,-813.65,Debit,Education
2025-05-31,House Rent,-9829.24,Debit,Rent
2025-06-01,Swiggy,-886.42,Debit,Food
2025-06-01,Interest Credit,35963.4,Credit,Income
2025-06-02,Salary Credit,39465.68,Credit,Income
2025-06-02,ATM Withdrawal,-468.52,Debit,Other
2025-06-02,Interest Credit,49183.29,Credit,Income
2025-06-03,House Rent,-11500.93,Debit,Rent
2025-06-03,Starbucks,-794.44,Debit,Food
2025-06-03,Airtel Postpaid,-378.19,Debit,Bills
2025-06-04,Interest Credit,33031.83,Credit,Income
2025-06-04,BookMyShow,-141.25,Debit,Entertainment
2025-06-04,House Rent,-9269.54,Debit,Rent
2025-06-04,Petrol Pump,-491.26,Debit,Travel
2025-06-05,ATM Withdrawal,-445.13,Debit,Other
2025-06-06,Bookstore,-1569.72,Debit,Education
2025-06-06,Ola,-2259.04,Debit,Travel
2025-06-07,Salary Credit,32282.36,Credit,Income
2025-06-07,1mg,-4953.25,Debit,Health
2025-06-07,Practo,-4560.54,Debit,Health
2025-06-07,Interest Credit,37101.84,Credit,Income
2025-06-07,Jio Recharge,-2610.99,Debit,Bills
2025-06-08,Starbucks,-1087.83,Debit,Food
2025-06-08,BigBasket,-1060.66,Debit,Food
2025-06-08,Myntra,-2708.53,Debit,Shopping
2025-06-08,Miscellaneous,-1653.84,Debit,Other
2025-06-08,BookMyShow,-468.71,Debit,Entertainment
2025-06-08,Udemy,-2801.6,Debit,Education
2025-06-09,Airtel Postpaid,-1646.76,Debit,Bills
2025-06-09,House Rent,-9943.17,Debit,Rent
2025-06-10,Starbucks,-853.83,Debit,Food
2025-06-10,McDonalds,-416.4,Debit,Food
2025-06-10,BigBasket,-212.08,Debit,Food
2025-06-10,Gift,-366.36,Debit,Other
2025-06-10,Flipkart,-2471.08,Debit,Shopping
2025-06-10,Electricity Board,-916.99,Debit,Bills
2025-06-11,Spotify,-575.76,Debit,Entertainment
2025-06-11,Uber,-1702.54,Debit,Travel
2025-06-11,Airtel Postpaid,-816.51,Debit,Bills
2025-06-12,Starbucks,-1130.27,Debit,Food
2025-06-12,Spotify,-766.22,Debit,Entertainment
2025-06-12,Petrol Pump,-404.49,Debit,Travel
2025-06-12,Broadband Bill,-1727.07,Debit,Bills
2025-06-12,Zomato,-400.99,Debit,Food
2025-06-13,Miscellaneous,-1200.34,Debit,Other
2025-06-13,Netflix,-796.83,Debit,Entertainment
2025-06-13,Rapido,-612.53,Debit,Travel
2025-06-13,Reliance Digital,-4517.48,Debit,Shopping
2025-06-13,Ajio,-1363.45,Debit,Shopping
2025-06-13,Rapido,-2493.34,Debit,Travel
2025-06-14,Starbucks,-390.05,Debit,Food
2025-06-15,Interest Credit,20828.5,Credit,Income
2025-06-15,House Rent,-9754.16,Debit,Rent
2025-06-15,Airtel Postpaid,-2142.31,Debit,Bills
2025-06-15,Ola,-1791.34,Debit,Travel
2025-06-15,Petrol Pump,-1671.11,Debit,Travel
2025-06-15,Airtel Postpaid,-2776.83,Debit,Bills
2025-06-15,Spotify,-651.32,Debit,Entertainment
2025-06-15,ATM Withdrawal,-454.09,Debit,Other
2025-06-16,Gym Membership,-3520.66,Debit,Health
2025-06-16,Airtel Postpaid,-273.83,Debit,Bills
2025-06-16,House Rent,-9045.67,Debit,Rent
2025-06-16,Udemy,-2051.85,Debit,Education
2025-06-17,IRCTC (Large),-30391.39,Debit,Travel
2025-06-17,Netflix,-763.33,Debit,Entertainment
2025-06-17,Apollo Pharmacy,-2700.19,Debit,Health
2025-06-17,Zomato,-541.59,Debit,Food
2025-06-17,McDonalds,-603.82,Debit,Food
2025-06-18,Swiggy,-105.1,Debit,Food
2025-06-18,Myntra,-1417.76,Debit,Shopping
2025-06-18,Coursera,-3258.29,Debit,Education
2025-06-18,Netflix,-661.92,Debit,Entertainment
2025-06-19,ATM Withdrawal,-1204.18,Debit,Other
2025-06-19,Gym Membership,-3052.45,Debit,Health
2025-06-20,Airtel Postpaid,-2135.42,Debit,Bills
2025-06-20,Apollo Pharmacy,-4254.29,Debit,Health
2025-06-20,Reliance Digital,-845.57,Debit,Shopping
2025-06-20,Rapido,-1562.21,Debit,Travel
2025-06-21,Amazon,-5222.05,Debit,Shopping
2025-06-21,Netflix,-778.91,Debit,Entertainment
2025-06-21,Ola,-1562.33,Debit,Travel
2025-06-22,Spotify,-522.15,Debit,Entertainment
2025-06-22,BookMyShow,-261.9,Debit,Entertainment
2025-06-23,Electricity Board,-1695.11,Debit,Bills
2025-06-23,Udemy,-1574.22,Debit,Education
2025-06-23,Dominos,-173.15,Debit,Food
2025-06-24,Broadband Bill,-1198.68,Debit,Bills
2025-06-25,1mg,-3069.0,Debit,Health
2025-06-25,1mg,-3998.03,Debit,Health
2025-06-27,Bookstore,-461.55,Debit,Education
2025-06-27,Rapido,-1016.12,Debit,Travel
2025-06-28,Swiggy,-167.67,Debit,Food
2025-06-28,Dominos,-716.74,Debit,Food
2025-06-28,Udemy,-3752.52,Debit,Education
2025-06-29,Broadband Bill,-1738.36,Debit,Bills
2025-06-29,Bookstore,-3744.51,Debit,Education
2025-06-29,Salary Credit,44108.11,Credit,Income
2025-06-29,BigBasket,-763.52,Debit,Food
2025-06-29,Starbucks,-336.05,Debit,Food
2025-06-29,Amazon,-5732.51,Debit,Shopping
2025-06-30,ATM Withdrawal,-1941.26,Debit,Other
2025-06-30,Practo,-4793.62,Debit,Health
2025-06-30,Gift,-1465.15,Debit,Other
2025-06-30,Zomato,-698.19,Debit,Food
